Id,fwd,lag_d,noc,gy,ay,noi,UMC,firm,MSA,tbm,tbru,PAG,npr,fpr,FT,FS
1603,4,802,27,1991,1989,2,701,252865,553,4,0,4514077.25,0,6,3,274
1604,35,792,17,2000,1997,3,717,570160,60,7,0.6939,5562399.714,0,0,2,59
1605,12,740,6,1996,1994,1,348,725395,553,6,0,4609298.5,0,0,3,
1606,3,1160,18,1999,1996,2,345,514145,515,7,0.449,5349174.857,7,0,2,6
1607,14,956,16,2000,1997,2,700,770079,156,13,0.63908,5397800.231,0,0,2,
1608,47,827,2,1990,1988,7,345,635240,261,22,0.81821,4385777.409,8,2,2,99
1609,18,638,7,1989,1988,2,358,141405,515,13,0.75744,4235477.385,0,1,3,
1610,15,1168,21,1999,1996,4,345,551495,261,48,0.69189,5098780.542,23,9,2,14
1611,17,1037,2,1993,1990,1,702,0,62,4,0.625,4642710.5,1,2,1,
1612,19,887,14,1992,1990,3,701,91680,51,4,0.625,4697925,7,0,2,
1613,6,1093,1,1987,1984,1,708,0,142,16,0.71096,4054734.625,0,0,1,
1614,3,629,26,1994,1993,2,714,744951,537,10,0.34,4456891.2,0,0,3,
1615,16,959,23,1998,1995,1,715,0,260,11,0.57852,5080752,1,2,1,
1616,3,1104,20,1998,1995,1,358,508240,553,2,0.5,5351770.5,0,1,3,
1617,6,840,21,1994,1992,1,382,597190,302,13,0.37872,4421639.923,9,0,6,
1618,30,512,25,1999,1997,2,701,727311,261,62,0.6405,4967034.887,2,0,2,
1619,5,816,18,1997,1994,1,707,581270,553,17,0.88582,5184260.941,1,6,3,175
1620,14,404,35,1997,1996,2,712,278220,238,4,0,5297760.25,4,0,2,41
1621,8,698,45,1998,1996,2,715,280070,243,7,0.73473,5280898.143,0,0,2,225
1622,56,1244,13,1986,1983,3,382,495960,103,5,0,3886570,0,5,2,0
1623,8,712,28,1998,1996,5,710,280070,168,17,0.71974,5430492.765,13,2,2,225
1624,9,497,18,1991,1989,5,324,252865,553,2,0,4786865.5,1,4,3,274
1625,6,468,37,1998,1997,1,712,278220,238,3,0.44445,5269813,1,0,2,48
1626,38,1166,10,1990,1987,4,705,612390,115,3,0.44445,4368280.667,1,4,2,
1627,35,1141,11,1999,1996,1,725,755759,140,9,0.51854,5585522.667,1,1,2,
1628,16,1006,9,1999,1996,4,382,726591,546,8,0.21876,4755891.625,0,0,3,
1629,28,1232,17,1993,1990,1,709,573185,32,10,0.76,4643491,1,2,2,
1630,11,1272,10,1989,1986,2,714,864017,553,12,0.29168,4196972.5,0,0,3,95
1631,28,929,11,1997,1995,2,709,250060,31,4,0.75,5121677.75,0,0,2,98
1632,48,966,38,1996,1993,1,713,502620,32,3,0,4830945,0,0,2,
1633,35,301,17,1993,1992,2,715,211530,553,2,0.5,4833373.5,1,5,3,
1634,459,568,13,1990,1988,1,345,108150,67,51,0.75208,4448496.725,43,0,2,
1635,28,921,28,1987,1984,2,600,65070,47,10,0.76,4376685.6,6,0,2,0
1636,120,348,39,1993,1992,5,235,690839,261,14,0.79594,4243835.071,1,5,2,
1637,55,711,10,1991,1989,1,379,0,142,44,0.89164,4127468.045,2,2,4,
1638,84,379,20,1987,1986,2,705,58635,142,13,0.80478,3874002.923,0,0,2,11
1639,10,1504,43,1999,1995,3,713,280070,137,4,0.625,5152987.75,0,0,2,219
1640,10,537,30,1998,1997,1,341,596125,168,7,0.449,5432132.429,0,0,2,32
1641,23,455,9,1990,1988,2,345,551495,243,5,0,4745220.4,1,0,2,4
1642,3,1275,8,1999,1996,4,386,532110,553,9,0.81485,5156558.444,0,11,3,151
1643,19,921,20,1998,1996,3,711,596125,261,7,0.449,4956315.143,0,0,2,37
1644,6,1026,10,2000,1997,1,345,723512,142,19,0.28255,5120776.211,2,1,2,
1645,10,888,7,2000,1997,1,707,0,575,2,0,5281341,0,0,1,
1646,6,1288,22,2001,1997,4,370,280070,538,8,0.56252,5789562.125,0,6,2,240
1647,68,987,33,1998,1996,4,710,284385,257,28,0.47964,5355993.464,1,0,2,1
1648,6,1042,13,1999,1997,2,235,752217,508,0,0,0,0,6,3,139
1649,27,684,6,1998,1996,2,370,460225,260,9,0.6173,5499151.222,0,0,2,3
1650,18,596,9,1990,1988,1,340,316325,537,21,0.81184,4274814.095,0,0,3,
1651,8,1055,6,2000,1997,1,701,144360,526,5,0.32,5101994.6,1,2,3,
1652,22,1230,20,1996,1992,3,715,32940,261,9,0.37039,5275098.111,3,0,2,14
1653,19,853,15,1998,1996,1,700,10830,156,33,0.74935,4831986.212,3,0,2,1
1654,19,554,29,1992,1991,9,165,252865,553,3,0.66667,4958709,0,1,3,309
1655,4,2143,2,1998,1992,2,710,706518,52,27,0.57067,5059957.296,2,0,2,317
1656,3,1078,25,1999,1996,1,178,77715,553,10,0.72,5092063.3,0,1,3,
1657,16,1163,29,1986,1983,3,702,864002,64,10,0.7,4096828,0,1,2,2
1658,29,886,8,1998,1995,3,705,739758,52,10,0.66,5387070,3,0,2,
1659,8,1327,9,2000,1997,2,358,416525,232,15,0.73782,5080557.733,6,2,2,
1660,22,1034,49,1985,1982,1,700,126410,165,22,0.24382,4163190.364,0,1,2,
1661,5,407,6,1996,1995,7,382,358975,553,2,0.5,4766834.5,3,1,3,265
1662,14,756,17,1994,1992,6,718,280070,168,13,0.48524,5067702.769,1,0,2,344
1663,12,865,23,1986,1983,2,341,280070,168,1,0,4295124,1,0,2,364
1664,70,627,52,1995,1994,2,705,377880,156,11,0.62811,4959888.091,22,0,2,86
1665,4,712,3,1999,1997,1,709,753212,553,8,0.59376,5660595,0,0,3,
1666,86,1155,37,1997,1994,2,706,863996,32,19,0.70915,5308020.895,1,2,2,
1667,36,719,19,1999,1997,4,707,280070,261,5,0.72,5653805.6,7,0,2,240
1668,32,651,16,1996,1994,4,715,280070,261,32,0.84382,5143316.438,1,0,2,256
1669,8,1294,8,2000,1996,1,709,864032,32,9,0.49384,5587868.333,0,0,2,111
1670,3,883,71,1994,1991,13,250,508240,553,9,0.37039,4666041.556,1,0,3,
1671,18,1030,10,1999,1996,3,711,171995,32,3,0.66667,5470403.333,1,0,2,4
1672,6,1155,22,1999,1996,2,380,706518,260,5,0.32,5193797.2,5,0,2,299
1673,20,1054,22,1999,1996,1,715,863992,261,8,0.68752,5538095,0,0,3,
1674,5,916,19,1997,1995,2,712,280070,243,2,0.5,5231305.5,0,0,2,219
1675,17,910,30,1991,1989,1,379,0,302,24,0.22571,4563563.667,1,6,1,
1676,111,923,28,1999,1996,3,717,551495,261,15,0.76446,5520926.333,2,0,2,14
1677,10,607,15,1998,1997,1,707,597215,302,7,0.4898,5326496.714,3,0,6,
1678,135,1099,28,1994,1991,6,370,702581,47,11,0.4463,4651124.091,1,0,2,75
1679,20,448,15,1991,1990,4,235,252865,553,3,0.66667,4638742.667,0,0,3,290
1680,7,1210,66,2000,1997,4,715,726404,261,35,0.90785,5002512.857,0,0,2,
1681,20,1418,15,2000,1996,2,705,768766,168,8,0.65626,5649196.875,5,0,2,
1682,15,326,1,1991,1990,2,710,189365,553,11,0.64464,4524307.636,0,4,3,
1683,4,785,6,1988,1986,4,345,252865,553,8,0.59376,4211653.25,1,0,3,164
1684,18,1310,23,2000,1996,5,709,755619,108,26,0.6006,5526095.885,2,1,2,17
1685,19,749,20,1987,1985,1,340,119360,537,4,0.625,4195301.25,0,1,3,
1686,11,889,11,1981,1979,3,714,581270,553,4,0.75,3829204,0,0,3,99
1687,19,1142,10,1993,1990,1,345,280070,16,7,0.24491,4727178.286,1,1,2,383
1688,27,917,16,1996,1994,1,345,581270,553,5,0.64,5302912.8,2,2,3,175
1689,6,362,11,1992,1991,2,715,654319,553,9,0.49384,4507280.889,1,4,3,54
1690,5,614,11,1995,1994,5,340,280070,168,15,0.84448,4556915.067,1,0,2,256
1691,4,784,11,1992,1989,1,700,3676,229,4,0.375,4362501.25,0,0,2,
1692,6,687,14,1996,1994,2,712,755619,108,4,0.625,5007872.75,0,0,2,10
1693,11,585,20,1997,1996,3,714,160890,60,5,0.72,5301765.2,4,0,2,96
1694,4,656,20,1999,1997,2,348,747617,67,5,0.32,5225588.8,5,0,2,
1695,15,1316,29,1999,1996,3,704,280070,13,6,0.61112,5483026.833,0,0,2,225
1696,23,873,17,2000,1997,4,714,864032,553,10,0.82,5142678.6,0,3,3,113
1697,20,754,12,1999,1997,2,715,280070,243,5,0.48,5738194.8,0,0,2,240
1698,105,424,6,1989,1988,2,379,0,47,5,0.48,4568396,0,0,1,
1699,7,670,20,1999,1997,4,712,551495,261,6,0.44445,5308366.333,0,0,2,17
1700,26,491,17,1996,1995,3,715,635240,261,8,0.40626,4915379.375,15,0,2,87
1701,33,656,2,1999,1997,5,348,160890,252,21,0.70297,5092515.238,0,5,2,94
1702,43,698,5,1989,1987,4,725,234445,32,11,0.6777,4390871.636,1,2,2,160
1703,3,775,9,1998,1996,1,715,280070,60,17,0.79586,5278269.588,4,0,2,225
1704,73,774,12,1993,1991,3,718,280070,26,25,0.4672,4488696.64,5,4,2,373
1705,3,797,11,1990,1987,2,360,319065,261,4,0,4561754.75,0,0,3,
1706,65,1357,27,2000,1996,2,709,697599,156,47,0.8158,5242748.511,52,12,2,0
1707,14,1509,20,1999,1995,4,710,32940,261,14,0.61226,5237261,4,0,2,14
1708,27,805,33,1993,1991,2,382,635240,213,17,0,4483825.647,1,1,2,110
1709,2,1120,24,1993,1990,5,715,864056,234,7,0.61227,4632323.286,1,0,2,121
1710,7,845,14,1988,1986,1,53,226705,69,7,0.57144,3216114.286,0,4,2,
1711,9,1370,8,1986,1982,2,701,597195,261,14,0.79594,4187115.643,5,0,6,
1712,4,504,11,1991,1989,2,358,211530,553,2,0.5,4765357.5,0,0,3,
1713,35,858,37,1999,1997,2,705,815358,156,11,0.6777,4959885.364,25,1,2,
1714,55,1208,35,1998,1994,2,707,0,261,18,0.69139,5119093.833,2,1,1,
1715,5,1777,16,2000,1995,2,360,556995,261,8,0.21876,5274751.375,1,0,2,1
1716,3,743,21,1990,1988,4,708,280070,26,5,0.32,3958172.4,3,0,2,389
1717,7,872,31,1999,1997,1,707,762390,60,11,0.80994,5663740.909,0,0,2,
1718,82,1043,20,1984,1982,1,463,0,268,18,0.74695,4168083.111,4,0,1,
1719,5,1195,4,1999,1996,6,345,756271,553,5,0.48,5283984.6,0,1,3,
1720,2,875,12,2000,1997,2,382,864010,553,11,0.71075,5420508.727,0,0,3,33
1721,12,1405,13,1998,1994,2,348,706518,168,5,0.64,5114480.6,0,0,2,308
1722,37,746,10,1998,1996,1,711,596125,142,5,0.32,5472675.4,1,0,2,37
1723,12,1131,34,1998,1995,2,704,358975,263,38,0.10112,4967137.684,5,0,3,265
1724,26,1118,23,1995,1992,8,702,130200,194,9,0.642,4812191.333,4,0,2,
1725,55,221,30,1993,1993,2,710,173160,142,2,0.5,4697500,0,0,2,0
1726,5,890,42,1993,1990,6,711,252865,553,7,0.57144,4665083.143,0,4,3,290
1727,26,756,24,1999,1996,1,711,278220,261,6,0.44445,5419546.5,1,0,2,41
1728,19,574,5,1990,1989,5,340,350840,553,8,0.68752,4363602.25,1,6,3,
1729,25,1310,12,1991,1987,3,358,377950,168,6,0.50002,4704101.833,0,0,3,
1730,206,722,28,1998,1996,2,380,280070,168,7,0.61226,5472554.571,8,0,2,225
1731,12,831,5,1998,1996,1,324,351245,526,11,0.1653,4982816.545,1,6,3,
1732,3,970,40,1999,1996,2,714,373780,268,5,0.72,5562564.8,1,0,2,17
1733,4,1439,3,1999,1995,2,711,769747,32,11,0.49587,4990097.818,0,0,3,57
1734,30,867,18,1999,1997,6,709,280070,243,9,0.6173,5059253.556,0,0,2,240
1735,18,1552,26,1994,1990,4,711,687726,261,28,0.61482,4450791.321,12,13,2,
1736,21,1194,16,1998,1994,1,709,738394,261,6,0.50002,5214156,4,0,2,0
1737,15,619,8,1999,1997,4,53,280070,168,13,0.69826,5172950.846,0,0,2,240
1738,164,963,48,1998,1996,2,705,745590,168,26,0.83738,5296612.577,29,0,2,
1739,4,1121,10,1998,1995,2,712,278220,238,6,0.5,5314995.667,0,0,2,32
1740,11,946,3,1999,1997,5,710,280070,243,8,0.81252,5391335.375,0,0,2,240
1741,3,1257,9,1984,1981,14,712,135850,32,6,0.61112,4040281.667,0,0,2,14
1742,24,1373,21,1998,1994,1,707,864032,553,6,0.61112,5252504,3,1,3,111
1743,43,2030,19,1996,1991,1,345,789656,538,4,0.625,4696974.75,1,0,2,272
1744,65,713,27,1996,1994,1,358,280070,16,10,0.58,4731670.3,1,3,2,256
1745,57,746,3,1993,1991,1,463,629210,47,6,0.27779,4459467.333,0,1,2,
1746,71,851,19,1997,1995,3,712,278220,261,2,0,5160740.5,0,0,2,32
1747,18,825,6,1993,1991,1,717,864017,553,1,0,5121498,0,0,3,117
1748,157,930,89,1998,1995,2,345,745274,261,129,0.93258,5012305.736,59,9,2,
1749,30,811,17,1998,1996,2,715,551495,261,8,0.78128,5382888.625,2,3,2,14
1750,31,621,11,1996,1994,4,379,58495,168,16,0.70315,5286366.125,4,0,2,
1751,3,1070,13,1999,1996,5,235,395480,13,14,0.4592,5035632.857,0,0,2,41
1752,48,1082,21,2000,1997,5,726,742033,243,18,0.37657,5541643.167,7,0,2,0
1753,21,862,6,1981,1979,3,341,280070,243,7,0.57144,3852329.571,2,3,2,325
1754,97,958,35,1990,1988,2,345,328065,243,7,0.6939,4676169.857,17,0,2,
1755,13,1763,31,1988,1983,1,345,0,261,11,0,4440088.091,0,0,1,
1756,10,887,10,1997,1994,1,358,672689,553,2,0,5322585,0,5,3,
1757,2,1555,13,1998,1993,2,345,268780,168,5,0.8,4755726,0,0,2,
1758,8,1139,18,1998,1995,2,345,654319,553,8,0.75002,5155555.75,1,0,3,67
1759,25,432,10,1998,1997,2,717,280070,261,4,0.625,5315479.75,6,0,2,240
1760,11,904,11,1982,1980,3,702,864025,108,26,0.88766,3988742.577,0,0,2,134
1761,46,830,20,1998,1995,6,715,635240,261,13,0.66276,5440566.154,6,1,2,87
1762,2,3084,4,1999,1991,2,717,70060,142,4,0.625,4745856.75,1,1,2,160
1763,10,476,10,1992,1991,2,345,570160,124,7,0,4753742.571,0,0,2,70
1764,25,586,5,1996,1994,1,713,503380,553,23,0.52553,4799153.304,1,5,3,
1765,18,650,24,1997,1995,1,424,313200,229,50,0.7432,3922522.22,18,8,2,43
1766,4,1791,4,2000,1995,6,84,636035,553,1,0,1324274,0,11,3,
1767,38,1098,6,1989,1986,1,705,0,553,3,0.44445,4332297.333,1,0,5,
1768,13,1989,7,1987,1982,4,712,280070,305,15,0.33779,4164705.6,1,3,2,354
1769,3,945,25,2000,1997,1,707,280070,42,3,0,5601049.333,0,0,2,240
1770,3,854,11,1988,1986,1,709,654319,553,4,0.625,4158436.5,0,0,3,34
1771,11,705,6,1988,1986,1,714,532110,553,5,0,4532934,0,0,3,44
1772,13,651,6,1991,1989,1,345,280070,305,7,0.24491,4500498.429,1,6,2,387
1773,35,1408,24,1999,1995,3,714,726404,261,7,0.6939,5463345.571,0,0,2,
1774,25,823,41,1997,1995,2,358,676549,168,20,0.745,5096088.9,0,0,2,2
1775,27,456,50,1998,1997,2,709,581270,553,6,0.72224,5185406.167,1,0,3,186
1776,33,670,19,1997,1996,3,712,713599,261,6,0.27779,5033107.833,0,0,2,
1777,11,876,4,2000,1997,1,709,864017,553,6,0.50002,5467900.333,0,2,3,151
1778,19,895,43,1992,1990,1,375,864060,186,5,0.8,4890496.2,2,0,2,2
1779,34,742,3,1990,1988,1,706,397155,239,2,0.5,4774552.5,1,0,2,0
1780,14,585,13,1981,1979,2,710,596125,142,5,0.56,4100318.8,0,0,2,54
1781,35,378,22,1993,1992,1,713,0,154,43,0.73446,4476467.186,0,0,1,
1782,110,844,25,1986,1984,4,379,219680,168,3,0.44445,4258936.667,1,1,2,
1783,4,981,19,1997,1994,6,700,442205,168,7,0.61227,5111833.286,0,0,2,32
1784,19,578,18,1995,1993,3,345,699004,92,8,0.65626,4659863.25,1,0,2,0
1785,56,1014,5,1999,1996,3,709,864019,60,19,0.73685,5500924.684,12,4,2,110
1786,40,1060,24,2000,1997,1,703,722326,245,4,0.375,5589997.25,5,0,2,124
1787,71,750,8,1991,1988,5,712,864017,553,8,0,4235916.125,0,0,3,102
1788,11,923,25,1999,1997,5,717,211480,553,8,0.65626,5349995.375,0,0,3,167
1789,19,1355,47,1985,1981,16,711,135850,261,6,0.50002,4255563.667,0,0,2,14
1790,12,757,2,1994,1992,2,345,864017,553,6,0.66669,4631970.5,0,0,3,128
1791,97,1411,9,1991,1987,1,707,250060,261,10,0.68,4765466.1,18,0,2,82
1792,6,872,18,2000,1997,2,705,765575,232,10,0.58,5456618.5,3,0,2,
1793,3,1096,4,1986,1983,4,708,256580,32,9,0.37039,4107324.667,1,0,2,94
1794,3,609,18,1999,1997,1,84,743114,526,6,0,5315994.667,0,5,3,
1795,10,889,6,1997,1995,5,716,597180,298,10,0.74,5004210.3,6,0,6,
1796,12,831,20,1997,1995,3,358,335920,137,3,0,5214415,5,0,2,5
1797,8,1048,13,2000,1997,3,710,789656,261,4,0,5599614.25,0,1,2,262
1798,0,970,26,2000,1997,2,435,217990,572,4,0.375,5725056.75,32,4,2,
1799,53,623,5,1990,1988,4,712,403735,553,21,0.40821,4297267.571,4,3,3,291
1800,13,995,28,1999,1997,1,714,762641,597,11,0.29753,5114679.909,1,0,3,
1801,0,1167,22,1998,1995,2,345,218915,233,27,0.62279,5087883.407,0,3,2,12
1802,18,418,19,1994,1993,5,369,493260,553,4,0.375,5210227.5,0,0,3,56
1803,41,904,20,1994,1991,2,600,612835,572,11,0.56201,4365493.545,2,4,3,
1804,103,824,30,1998,1996,1,707,551495,261,0,0,0,11,0,2,14
1805,31,1427,14,2000,1996,8,370,280070,243,10,0.32,5418090.7,0,0,2,225
1806,44,1022,43,2000,1997,5,717,280070,16,19,0.69807,5695203.737,7,1,2,240
1807,68,743,34,1998,1996,1,713,386735,47,3,0.44445,5503388,0,0,2,142
1808,5,188,13,1993,1992,1,712,560270,261,12,0.15279,4467434.833,1,1,2,11
1809,7,875,12,1987,1984,3,709,596125,142,1,0,4456956,0,0,2,63
1810,12,805,11,1987,1985,1,725,218550,169,6,0.27779,4525058.5,0,1,2,
1811,14,756,5,1981,1979,2,712,256580,233,7,0.449,3829246,1,0,2,86
1812,17,854,3,1999,1997,1,704,706518,168,13,0.14202,5544078.462,11,0,2,130
1813,76,693,19,1991,1989,2,700,442205,168,4,0.5,4266468.75,0,0,2,29
1814,4,257,2,1994,1994,1,368,0,142,7,0.449,4713999.571,0,0,1,
1815,2,847,12,1999,1996,4,710,280070,16,12,0.76392,5414603.25,2,0,2,225
1816,53,792,6,1996,1993,1,710,280070,16,11,0.69423,5167095.909,1,0,2,301
1817,86,831,13,1996,1994,5,725,650955,508,13,0.86397,5004859.769,8,9,3,196
1818,24,617,41,1997,1996,6,712,596125,232,15,0,4848181.8,1,0,2,37
1819,32,620,4,1996,1994,2,713,373780,268,7,0.77554,4856371.429,6,2,2,14
1820,5,622,7,1997,1996,4,709,864017,108,12,0.75003,4951088.75,0,0,2,152
1821,97,818,13,1997,1995,2,709,280070,516,6,0.50002,5485849.167,1,0,2,219
1822,3,893,1,1998,1995,2,84,863992,555,5,0.56,5327866.4,0,0,3,
1823,2,663,21,1999,1997,1,708,278220,238,5,0.48,5439567.8,6,0,2,48
1824,0,1110,26,2000,1997,2,702,532110,553,17,0.609,5732905.353,0,3,3,163
1825,14,1077,17,1995,1992,1,375,788148,39,20,0.755,4552027.05,1,0,2,87
1826,14,1544,31,2000,1996,3,380,250060,261,4,0.625,5065048.5,0,0,2,102
1827,2,1076,8,2000,1997,1,380,532110,553,7,0.65307,5509600.714,0,1,3,163
1828,7,699,8,1998,1996,1,340,707754,588,5,0.72,4803733,0,3,3,
1829,24,736,11,1999,1997,5,712,252865,553,12,0.15279,4810984.5,0,1,3,330
1830,2,826,20,1997,1995,2,345,755619,108,2,0,5487187,2,0,2,14
1831,17,1085,18,1994,1991,3,703,551495,32,7,0.81637,4650169.286,3,0,2,11
1832,77,1440,24,1989,1985,1,713,393900,538,8,0.81252,4517982.125,4,2,3,
1833,11,810,16,1991,1989,4,703,42495,261,5,0.64,4416407,0,0,2,
1834,24,544,21,1994,1992,1,711,278220,261,18,0.58643,4857997.222,2,0,2,24
1835,181,1086,33,1991,1988,1,379,159955,47,3,0,4565127.667,1,0,2,
1836,25,1497,17,1994,1990,3,715,342900,32,5,0.56,5035896.6,1,0,2,2
1837,19,224,20,1997,1996,4,235,676549,168,21,0.61679,4696287.571,0,1,2,2
1838,30,823,24,1999,1997,2,375,864032,168,9,0.5926,5705075.333,0,0,2,113
1839,11,831,23,1997,1995,5,715,32940,261,36,0.62193,5060683.917,12,0,2,14
1840,12,732,5,1989,1987,2,714,261950,32,6,0,4411889.333,0,0,2,
1841,330,594,22,1994,1992,2,380,570160,60,8,0.68752,4795303.5,15,0,2,62
1842,5,1156,31,1999,1996,4,709,278220,238,3,0.66667,4983831.333,3,0,2,41
1843,7,945,10,2000,1997,7,399,654319,553,10,0.68,4923244.1,0,6,3,75
1844,48,286,20,1990,1989,10,379,706518,168,5,0.32,4772080,1,0,2,304
1845,0,1233,19,2000,1997,2,716,480860,553,3,0.66667,5419200.333,0,0,3,
1846,9,851,12,1982,1980,1,701,404330,553,9,0.74076,4000406.444,0,0,3,
1847,43,2073,27,1993,1987,1,712,147695,32,46,0.81667,4490431.043,8,2,2,94
1848,0,1324,2,1989,1985,1,714,597180,32,8,0,4498979.875,0,0,6,
1849,69,809,13,1988,1986,1,386,108965,261,3,0,4275825.667,1,0,2,0
1850,9,1047,14,1999,1997,1,718,395480,64,11,0.89261,5084380.636,3,0,2,38
1851,4,963,3,1984,1981,1,345,250060,86,7,0.57144,4152721.429,0,0,2,57
1852,23,778,18,1993,1991,1,434,219155,142,4,0.625,4910455.75,2,1,2,
1853,33,686,10,1998,1996,1,318,204110,69,7,0.449,5009926.429,1,0,2,346
1854,10,620,20,1998,1997,2,235,395480,13,5,0,5097717.2,0,0,2,38
1855,13,663,28,1996,1994,3,709,278220,238,10,0.82,5272962.2,0,0,2,29
1856,26,1217,20,1996,1993,1,711,280070,261,2,0,4885883.5,1,0,2,301
1857,99,686,44,1989,1987,5,710,8075,261,7,0.449,4438716.714,0,0,2,12
1858,9,918,26,1994,1991,2,382,72120,32,1,0,4914704,5,1,2,
1859,9,818,15,1997,1995,2,707,280070,515,1,0,5442784,0,0,2,219
1860,4,797,8,1998,1996,3,382,503380,553,8,0.53126,4739926.5,0,3,3,
1861,22,637,13,1994,1992,1,726,512710,526,10,0.74,4767175.2,1,0,3,
1862,4,1219,8,1999,1996,2,707,696142,31,4,0.375,5590068.25,5,0,2,
1863,14,1202,15,1998,1994,1,707,0,213,19,0.61497,5165204.895,0,0,1,
1864,13,789,18,1998,1995,2,703,736330,553,5,0,5292690.4,4,2,3,
1865,12,669,42,1998,1996,1,719,726404,261,34,0.92568,4920316.735,5,0,2,
1866,3,874,22,1999,1997,2,710,252865,553,4,0.375,5273009.75,0,0,3,330
1867,8,383,13,1992,1990,1,382,581270,553,4,0.375,4666316.25,0,0,3,142
1868,81,1161,15,1994,1991,3,716,699007,16,5,0.8,4553765.6,0,0,2,
1869,11,921,10,1994,1992,1,700,238325,215,8,0.40626,4897178.125,1,0,2,73
1870,19,1050,20,1996,1993,2,703,278220,238,1,0,5202899,2,0,2,25
1871,115,942,18,1991,1989,3,710,280070,305,57,0.76213,4386306.368,17,19,2,387
1872,9,1294,5,1993,1989,1,712,252865,553,4,0.375,4778161.5,1,0,3,274
1873,43,839,73,1997,1995,1,340,0,69,31,0.79712,4571485.032,0,0,1,
1874,55,1408,31,1998,1994,2,705,733132,261,4,0.625,5102508.75,7,2,2,
1875,64,950,12,1999,1997,3,705,0,233,7,0.6939,5655890.286,0,0,1,
1876,12,979,14,1987,1985,1,701,404330,553,12,0.62501,4361854.833,0,0,3,
1877,23,649,23,1989,1987,2,345,27365,232,20,0.655,3922020.55,0,0,2,6
1878,7,1089,23,1999,1996,2,455,219155,302,9,0.37039,5427503.556,0,0,2,
1879,25,1099,2,1997,1994,1,709,730004,69,6,0.77781,4836252.5,2,0,2,
1880,23,680,14,1999,1997,1,345,532110,553,4,0.625,5763030.75,0,0,3,163
1881,36,937,17,1999,1997,2,370,722326,168,0,0,0,1,2,2,124
1882,10,288,14,1988,1987,1,341,580585,553,7,0.61227,4195703.143,1,2,3,
1883,10,1167,27,2000,1997,4,340,532110,553,5,0.56,5544059.2,4,0,3,163
1884,14,1058,32,1990,1987,2,701,0,238,12,0.58335,3894415.417,2,0,1,
1885,19,816,21,1996,1994,2,709,280070,305,4,0,5289392.25,0,0,2,256
1886,12,1596,18,2000,1996,1,379,706518,168,6,0.61112,5016390.833,2,4,2,299
1887,131,1805,15,1986,1981,3,434,121035,168,17,0.69205,3452782.294,0,0,2,
1888,11,431,9,1998,1997,1,711,863992,142,14,0.60206,5302050.5,0,0,2,
1889,2,826,15,1999,1997,2,717,280070,553,12,0.65278,5519173.667,2,0,2,240
1890,4,1022,24,2000,1997,2,379,864037,168,9,0,5371885,0,0,3,
1891,42,889,11,1999,1997,2,715,280070,26,8,0.71876,5762370.75,5,0,2,240
1892,6,802,16,1990,1988,1,710,0,239,5,0.32,4780401,0,0,1,
1893,2,816,10,1992,1990,1,707,280070,60,3,0.44445,4841157,0,0,2,383
1894,5,977,21,1998,1996,4,702,219155,142,5,0,5227870.6,0,0,2,
1895,12,568,32,1995,1994,4,358,403660,553,4,0.75,4967528.25,0,2,3,
1896,8,824,40,1996,1994,1,711,278220,233,6,0,5074116,1,0,2,29
1897,5,865,10,1999,1997,5,370,758307,515,5,0.56,5527653.8,2,0,3,0
1898,26,228,5,1997,1996,2,715,726404,261,28,0.88527,4985540.536,9,0,2,
1899,2,904,14,1989,1986,3,712,23470,261,4,0.375,4588797.75,0,0,2,6
1900,32,540,10,1998,1997,2,345,613300,233,3,0.66667,4476829.667,0,0,2,2
1901,13,1134,8,2000,1997,1,710,105280,243,20,0.595,5465661.55,0,0,2,2
1902,40,516,13,1992,1991,2,370,386735,47,2,0,4831736,6,0,2,105
1903,30,806,10,1987,1984,1,705,581270,553,6,0.44445,4387647.333,0,6,3,105
1904,3,1562,9,1992,1988,4,711,544095,47,11,0.79342,4453963.727,0,0,2,
1905,5,2104,12,2001,1995,3,375,864047,168,15,0.77336,5415494.867,1,0,2,58
1906,168,522,15,1994,1992,3,718,147695,268,15,0.7378,4666147,0,0,2,121
1907,2,1113,3,1998,1995,4,711,211480,553,8,0.21876,5313216.375,0,2,3,164
1908,11,1225,13,1987,1984,2,382,485895,526,6,0.61112,4377960.167,1,1,3,
1909,125,1050,49,1986,1983,2,707,444735,261,1,0,4141067,0,0,2,
1910,37,1307,25,1995,1992,2,703,32940,261,17,0.81662,4935648.059,2,1,2,14
1911,7,1308,25,2001,1997,4,347,654319,553,25,0.512,5274955.4,0,1,3,75
1912,114,914,20,1995,1993,4,709,280070,261,1,0,5280583,1,1,2,301
1913,41,1253,60,1995,1992,1,378,599710,198,14,0,4749682.214,8,4,2,
1914,0,1217,16,1999,1995,1,712,864032,553,3,0.44445,5052490,6,0,3,110
1915,11,1167,8,1993,1990,2,700,706518,168,6,0.27779,4477865,1,0,2,283
1916,17,693,12,1989,1987,4,707,280070,261,4,0.75,4487985.75,1,0,2,403
1917,27,1090,37,1998,1995,1,725,373780,268,8,0.75002,5406810.25,19,2,2,15
1918,18,1629,8,1987,1982,2,379,599425,261,8,0.59376,4181379.375,1,0,2,
1919,11,546,12,1998,1996,2,704,706518,168,7,0,5146335,3,0,2,299
