Id,fwd,lag_d,noc,gy,ay,noi,UMC,firm,MSA,tbm,tbru,PAG,npr,fpr,FT,FS
1920,15,854,41,1992,1990,3,702,685374,233,12,0.72224,4619549.667,0,1,2,
1921,3,1971,4,1998,1993,2,712,280070,16,9,0.34569,4670007.556,0,1,2,301
1922,171,802,27,1988,1986,4,361,560270,261,7,0.6939,4355689.429,0,0,2,5
1923,7,722,15,1999,1997,1,382,514145,261,4,0,5215920,0,0,2,10
1924,19,794,29,1997,1995,2,712,551495,261,3,0,5511753,0,0,2,13
1925,64,1355,27,1993,1989,9,713,280070,305,20,0.79,4608786.75,6,0,2,387
1926,29,1534,10,1991,1987,3,345,252865,553,14,0.4592,4600007.214,8,0,3,161
1927,22,1076,6,1985,1982,2,702,864056,302,6,0.27779,4335192.833,0,0,2,147
1928,19,1076,14,1994,1991,1,715,250060,86,14,0.7143,4815229.143,1,0,2,92
1929,55,1201,12,1986,1982,1,717,280070,168,1,0,4435753,0,0,2,354
1930,18,2153,36,1988,1982,3,712,260265,142,29,0.76582,4192441.621,5,0,2,
1931,28,819,13,1992,1989,2,708,386735,16,5,0.32,4651263.6,0,0,2,102
1932,8,939,14,1999,1997,4,711,280070,16,12,0,5155112.833,3,0,2,240
1933,47,1294,23,1986,1983,2,702,512720,167,9,0.76545,4299022.444,0,0,2,
1934,2,743,3,1999,1997,1,707,0,168,3,0.66667,5018809.333,0,2,1,
1935,19,1114,70,2000,1997,3,709,769778,142,25,0.672,5543593.8,9,6,2,
1936,72,1013,14,1990,1987,4,463,402055,553,17,0.67821,4518587.647,1,1,3,
1937,0,2736,28,2000,1993,1,358,654319,553,9,0.6173,5138115.556,0,3,3,67
1938,20,1029,18,2000,1997,1,348,772111,261,8,0.65626,5520210.75,0,0,2,
1939,38,2052,4,1995,1989,2,717,250060,261,10,0.46,4854286.6,5,0,2,86
1940,12,1301,8,1998,1994,2,711,280070,16,15,0.76446,5213489.4,0,0,2,256
1941,3,327,106,1994,1993,4,382,654319,553,8,0.59376,4489171.25,5,8,3,67
1942,34,704,75,1997,1995,4,717,32940,261,7,0.77554,5384889.714,1,0,2,14
1943,34,1049,64,1996,1993,2,705,712854,142,28,0.8572,4723962.357,0,0,2,
1944,30,1007,3,1994,1991,4,345,147695,209,2,0.5,5213953,0,0,2,124
1945,96,826,61,1996,1994,3,345,551495,261,3,0.44445,5153420,1,3,2,13
1946,189,538,19,1998,1996,3,709,739070,209,4,0.75,5160829.5,0,0,2,
1947,7,603,23,1992,1991,3,380,386735,47,1,0,4924513,0,0,2,105
1948,6,1189,28,1993,1990,12,706,211480,553,11,0.64464,4952962.909,3,0,3,
1949,3,505,17,1998,1997,1,711,211480,553,10,0.58,5146101.4,0,3,3,167
1950,162,845,17,1998,1996,1,725,0,168,9,0.74076,5303350.889,1,1,1,
1951,8,1531,32,2000,1996,6,715,581270,553,4,0.625,5358352.25,0,0,3,186
1952,12,728,8,1999,1997,1,345,683899,597,7,0.24491,5378901.571,0,0,3,
1953,15,876,14,1991,1988,2,714,864049,538,9,0.37039,4378658.667,0,0,3,
1954,16,637,10,1995,1993,3,713,0,302,11,0.4463,4867181.909,4,0,1,
1955,14,832,39,1999,1997,2,375,0,261,5,0.56,5482100.8,5,0,1,
1956,2,1685,3,1999,1995,8,370,252865,553,48,0.23093,4633952.271,13,16,3,331
1957,4,1517,24,1999,1995,6,710,280070,16,23,0.80909,4952927.304,4,5,2,219
1958,58,1163,10,1994,1991,1,717,863996,32,23,0.54065,4583825.13,0,0,2,
1959,13,754,20,1998,1996,2,375,343790,261,8,0.71876,5044078.25,0,0,2,3
1960,23,396,46,1994,1993,3,358,696278,232,7,0.57144,4912208.286,0,0,2,
1961,5,494,11,1998,1997,1,714,280070,251,7,0.449,5263369,0,0,2,240
1962,30,413,25,1994,1993,3,711,687726,261,49,0.72308,4433266.714,13,14,2,
1963,8,446,16,1995,1994,6,712,280070,243,15,0.24001,4664028.8,2,1,2,256
1964,4,1036,38,1999,1996,2,712,570160,60,12,0.15279,4994688.583,0,0,2,59
1965,7,663,12,1982,1981,2,235,772769,550,0,0,0,0,1,3,
1966,13,943,15,2000,1997,7,709,280070,294,2,0.5,5910890,3,8,2,240
1967,7,578,2,1997,1995,2,341,635240,142,1,0,5124791,0,0,2,87
1968,7,770,42,1998,1996,1,244,514145,261,7,0.40817,5186843.429,0,0,2,6
1969,46,1044,9,1996,1994,2,709,32940,261,8,0.68752,5317646.5,5,0,2,14
1970,12,638,29,1988,1987,2,710,97660,233,10,0.62,4265799,0,0,2,
1971,8,312,18,1998,1997,2,455,722326,67,14,0.50001,5238847,0,2,2,124
1972,130,873,52,1996,1994,3,710,864038,16,7,0.449,5290224.857,0,0,2,5
1973,6,1096,20,1998,1995,2,710,755619,108,13,0.73376,5110434.385,1,0,2,14
1974,0,1471,17,2000,1996,1,718,0,537,16,0.75004,5300494.25,0,0,1,
1975,41,634,18,1994,1992,1,331,706518,245,2,0.5,4909042,5,0,2,317
1976,12,861,26,1986,1983,6,702,132135,67,10,0.82,4281141.3,4,0,2,
1977,39,963,25,1998,1996,3,725,252865,553,2,0,5664094,1,2,3,331
1978,11,1660,12,1988,1983,1,704,147695,32,8,0.53126,4271959.875,1,0,2,67
1979,36,777,19,1992,1990,1,345,864013,546,2,0.5,4862189.5,1,0,3,1
1980,26,747,32,1995,1993,2,379,58495,168,10,0.48,4172282.1,0,0,2,
1981,12,663,11,1999,1997,5,709,280070,243,11,0.76035,5450372.909,0,0,2,240
1982,28,750,8,1984,1982,1,472,0,142,5,0.48,4282546.6,1,0,1,
1983,44,862,30,1998,1995,4,707,720384,261,5,0.56,5422459.6,2,0,2,4
1984,21,1167,15,1998,1995,2,600,0,302,10,0.68,4543399,0,0,1,
1985,7,720,17,1989,1987,2,714,23470,261,7,0.449,4204933.286,0,0,2,7
1986,17,502,3,1998,1997,3,710,280070,553,18,0.75929,4991339.889,0,0,2,240
1987,6,1000,5,1998,1995,1,382,581270,553,5,0.56,5159257.8,0,2,3,190
1988,67,1071,12,1997,1994,4,715,551495,261,36,0.67595,5013032.806,15,5,2,13
1989,25,1048,8,1995,1993,2,707,280070,515,4,0,5376208.25,1,0,2,301
1990,2,750,5,1999,1996,2,340,0,231,2,0.5,5123537.5,1,1,4,
1991,16,1378,15,1997,1993,5,703,640380,31,15,0.86227,4802697.6,1,0,2,1
1992,5,767,10,1999,1997,2,348,751419,553,5,0.56,4880501.4,0,0,3,
1993,95,405,13,1995,1994,4,370,499570,13,12,0.15279,5076400.833,2,0,2,3
1994,148,525,12,1994,1992,1,600,700902,261,11,0.7273,4987237.727,0,0,2,
1995,108,1035,24,1999,1996,2,709,752174,261,9,0.79015,5437654.222,0,0,2,0
1996,38,711,21,1997,1995,1,725,734108,49,4,0.625,5559002.25,0,0,2,
1997,18,921,25,1989,1986,2,400,503380,553,20,0.7,4265607.6,2,4,3,
1998,86,1026,19,1986,1983,3,345,452965,32,17,0.73357,4121678.294,0,1,2,
1999,14,445,12,1992,1991,3,715,211530,553,9,0.74076,4615469.778,1,5,3,
2000,7,825,3,1999,1997,2,709,280070,213,8,0.75002,5305303.625,0,0,2,240
2001,0,904,29,1999,1996,2,710,280070,16,7,0.65307,5198188.857,1,0,2,225
2002,28,853,39,1998,1996,1,382,416525,553,11,0.1653,5151558.727,0,0,3,
2003,16,419,3,1998,1996,3,714,280070,294,15,0.79113,5098763.267,1,0,2,225
2004,22,574,13,1992,1991,2,235,0,168,8,0.65626,4625879.875,0,0,1,
2005,25,932,33,2000,1997,2,370,551495,261,140,0.52923,5508493.807,28,1,2,17
2006,2,797,24,1999,1997,2,709,211480,553,6,0.66669,5070510.833,0,0,3,167
2007,2,1530,38,1999,1995,1,703,211480,553,7,0.449,5272027.143,1,23,3,164
2008,3,781,2,1999,1997,2,713,749625,268,10,0.6,4958192,0,0,2,
2009,14,1064,35,1997,1995,6,714,706518,184,8,0,5301011.25,23,1,2,304
2010,19,1159,22,2000,1997,5,382,767936,184,18,0.76547,5261228.556,2,0,2,
2011,5,946,18,2000,1997,1,358,672689,553,8,0.65626,5335570.625,0,0,3,
2012,3,1883,40,1997,1992,7,345,755619,108,7,0.24491,4703255,3,0,2,10
2013,61,1324,29,2000,1997,2,370,795471,302,17,0.56056,5443631.471,0,0,2,62
2014,18,769,42,1999,1997,2,717,551495,32,14,0.72452,5318706.357,18,0,2,17
2015,9,411,30,1990,1989,2,701,70060,268,16,0.69535,3800353.625,4,1,2,154
2016,13,782,30,1998,1996,1,713,863992,555,17,0.75434,5211660.529,1,0,3,
2017,8,557,25,1998,1997,1,712,551495,142,4,0,5139295.25,0,0,2,17
2018,10,572,7,1998,1996,7,235,676549,168,22,0.63639,4986815.864,0,1,2,2
2019,25,784,30,1998,1996,3,704,32940,261,4,0,5429929.5,7,0,2,17
2020,14,512,25,1998,1996,2,358,32940,261,3,0.44445,4871794,0,1,2,17
2021,2,846,14,1999,1997,1,358,133435,553,1,0,5727220,0,0,3,
2022,13,1156,26,2000,1997,2,718,551495,261,20,0.795,5567033.65,0,0,2,17
2023,17,1058,16,1982,1979,2,714,395475,515,11,0.1653,3871047.364,0,0,3,
2024,36,1378,12,1999,1996,1,726,551495,261,6,0.50002,5595667.5,6,0,2,14
2025,8,637,13,1996,1994,2,706,597270,239,8,0.65626,5153881.625,1,0,6,
2026,15,938,12,1998,1995,2,713,278220,238,4,0.75,5524705.75,0,0,2,32
2027,7,805,11,1998,1996,2,345,789656,572,9,0.49384,5347462.667,0,1,2,265
2028,11,606,2,1989,1987,4,382,219155,69,2,0.5,4596889,1,0,2,
2029,7,648,15,1998,1996,1,399,863992,555,20,0.255,5359486.95,0,0,3,
2030,43,1363,18,1999,1995,3,714,211480,553,8,0.68752,5450915.875,0,0,3,164
2031,15,546,11,1999,1997,1,369,532110,553,10,0.8,5527226.4,1,7,3,163
2032,11,1371,12,1998,1995,1,715,532110,261,33,0.79713,5024057.182,13,1,2,138
2033,37,1085,110,1998,1995,3,705,747085,16,5,0,4958911.2,1,0,2,
2034,0,538,8,1996,1995,1,345,280070,16,16,0.22658,4857827.313,1,1,2,219
2035,13,1042,4,1999,1996,1,382,635240,252,13,0.56808,4985711.615,4,0,2,85
2036,22,418,7,1989,1988,1,434,599740,156,6,0.66669,3941918.333,15,1,2,
2037,12,648,7,1993,1992,3,706,672689,553,14,0.33675,5064181,10,2,3,
2038,21,900,11,1988,1985,5,358,133425,553,7,0.24491,4484603,0,0,3,
2039,4,2043,11,2001,1995,1,379,570160,60,12,0.5278,4868374.583,0,3,2,56
2040,10,671,16,1997,1995,4,210,0,67,16,0.78129,4964889.625,1,3,1,
2041,15,763,8,1995,1993,1,345,280070,60,7,0.81637,5193288.429,1,0,2,301
2042,14,1873,12,1995,1990,4,381,570160,60,11,0.84301,4556542.182,3,4,2,73
2043,116,977,39,1996,1993,5,715,280070,261,15,0.88895,5048084.133,6,0,2,301
2044,14,796,9,1981,1979,2,345,772769,550,9,0.49383,3631188.444,0,0,3,
2045,20,917,17,1999,1997,1,707,686822,32,4,0.625,5547155,1,0,2,5
2046,24,438,13,1997,1996,1,235,211480,553,17,0.48443,4893443.882,0,0,3,
2047,12,1076,9,1999,1996,3,711,280070,168,11,0.1653,5033692.091,1,4,2,225
2048,13,274,23,1997,1996,1,711,278220,254,17,0.76818,5027883.059,4,5,2,41
2049,20,341,4,1997,1996,3,341,788148,142,7,0.40817,5045504.857,0,0,2,82
2050,9,1170,1,1996,1993,3,707,252865,553,6,0.44445,4717127.167,6,2,3,331
2051,87,424,4,1985,1984,3,710,0,261,7,0.449,4130581.714,0,0,1,
2052,38,1147,77,1984,1981,3,345,279275,110,8,0.21876,3960558.25,0,0,2,0
2053,30,791,29,1993,1991,1,714,280070,168,3,0.44445,4973469.667,0,0,2,373
2054,3,1845,13,2000,1995,2,718,32940,261,3,0.44445,5442849,1,0,2,14
2055,48,797,30,1999,1997,2,709,744274,261,7,0.4898,5778493.714,4,0,2,
2056,31,546,3,1988,1986,2,703,514175,261,9,0.74077,4442514.444,0,0,2,
2057,16,960,20,2000,1997,2,382,635240,252,14,0.71431,5697738.571,7,0,2,86
2058,8,694,3,1982,1981,1,235,174870,233,5,0,4040107,0,0,2,
2059,4,2162,20,1999,1993,2,345,280070,60,2,0,5031864,0,0,2,301
2060,88,832,6,1993,1991,1,600,360355,156,1,0,4965725,9,0,2,
2061,18,721,18,1995,1993,3,172,92420,179,9,0.51854,4751462.222,0,0,2,
2062,39,1135,15,1994,1990,3,338,540885,261,6,0.77781,4587888.833,4,0,2,
2063,3,333,13,1998,1997,1,711,532110,553,3,0.44445,5187513.667,1,0,3,163
2064,12,1278,27,2001,1997,1,726,551495,261,16,0.6094,5789085.938,0,0,2,17
2065,6,1106,21,1997,1994,1,710,691888,597,6,0.72224,5337346.833,0,0,3,
2066,4,771,5,1994,1992,1,345,864017,553,2,0,5168004.5,0,0,3,128
2067,4,481,6,1995,1993,2,710,358975,553,11,0.4463,4852026.818,1,3,3,252
2068,10,662,18,1989,1987,4,714,478430,526,8,0.21876,4072500.25,0,0,3,
2069,27,2119,27,1999,1993,4,709,278220,257,17,0.4706,5059079.529,2,0,2,25
2070,77,1260,29,1998,1995,3,463,732453,58,31,0.28721,4974402.161,0,7,2,0
2071,55,700,9,1996,1994,1,714,147695,32,5,0.72,5035255,7,0,2,94
2072,10,813,9,1983,1981,1,708,706518,168,8,0.53126,4181629.25,3,0,2,847
2073,64,1061,25,1991,1988,3,704,540885,261,2,0.5,4478414,20,0,2,
2074,80,1386,68,1991,1987,6,711,310030,32,19,0.73685,4353647.263,1,6,2,
2075,11,755,31,1999,1997,1,712,148925,538,211,0.89375,5096778.867,11,15,2,
2076,2,855,12,2000,1997,1,711,745571,538,11,0.31406,5250411.455,0,0,3,0
2077,34,302,5,1990,1989,1,705,0,168,3,0.66667,4258043,0,0,1,
2078,10,351,33,1991,1990,1,705,442205,261,17,0.64361,4385937.118,0,4,2,31
2079,6,446,4,1991,1990,3,358,137055,261,3,0.66667,4902203,0,0,2,
2080,10,750,18,1999,1997,2,711,721579,261,5,0.56,5242406.8,0,0,3,4
2081,56,448,48,1994,1992,1,706,570160,60,0,0,0,2,0,2,62
2082,138,1240,7,1986,1983,2,712,156735,243,10,0.58,4397806.2,2,0,2,
2083,14,1075,20,1998,1995,2,711,741207,142,9,0.49384,5153770.667,3,0,3,
2084,4,1576,16,1998,1994,2,717,252865,553,7,0.73473,5114967.571,0,1,3,330
2085,6,673,3,1997,1995,1,712,373780,268,10,0.66,5195166.8,4,0,2,15
2086,12,379,29,1986,1985,2,703,92790,168,6,0.77781,4442696.167,0,0,2,
2087,9,414,21,1996,1995,1,706,721763,553,10,0.7,5112901,1,0,3,
2088,3,1194,18,1996,1993,1,340,714148,58,10,0.18,4409539.2,0,3,2,
2089,12,929,10,1993,1991,1,701,636790,553,3,0.44445,4638181,0,1,3,
2090,14,837,15,1991,1989,1,345,280070,243,6,0.5,4579943.5,0,0,2,387
2091,162,823,64,1996,1994,4,725,551495,261,14,0.76532,5122445.071,2,1,2,13
2092,35,1363,7,1987,1983,1,340,560270,261,10,0.58,4277848.3,0,0,2,3
2093,56,685,35,1999,1997,2,704,280070,168,8,0.375,5409248.125,0,0,2,240
2094,51,797,52,1998,1996,12,700,218550,103,7,0.61227,4864824.857,0,0,2,
2095,39,419,50,1996,1995,1,725,280070,243,4,0.375,5369008.75,0,0,2,219
2096,6,708,3,1996,1995,5,714,560270,261,4,0.625,4630043.5,2,2,2,8
2097,3,456,9,1991,1990,2,351,180585,537,3,0,4728649,0,5,3,
2098,16,1686,18,1999,1994,3,717,280070,168,13,0.76927,5329234.538,1,0,2,256
2099,42,1097,4,1989,1986,5,707,416525,553,4,0.625,4496651.5,1,0,3,
2100,12,523,14,1993,1992,5,711,755619,108,5,0.56,4450644,1,2,2,10
2101,30,890,11,1998,1996,1,705,551495,261,6,0,5644326,0,0,2,14
2102,4,2724,10,1998,1991,3,369,252865,553,7,0.61227,4898683.714,1,2,3,309
2103,32,900,18,1997,1995,3,703,204110,69,17,0.58132,5170055.412,0,0,2,337
2104,53,936,38,1999,1996,6,382,130185,47,108,0.83065,4675263.241,24,16,2,
2105,15,504,8,1990,1988,2,374,89990,526,5,0.8,3958255.4,0,3,3,
2106,14,1037,39,1996,1993,2,710,713787,261,52,0.89583,4904579.865,0,0,2,0
2107,9,420,3,1995,1994,1,700,597185,69,1,0,4947355,1,0,6,
2108,18,260,7,1997,1996,1,711,702588,302,30,0.44002,4785503.3,18,0,2,
2109,40,881,8,1996,1994,2,711,755619,108,6,0.50002,4900000.167,2,1,2,10
2110,15,2097,26,2000,1994,7,345,570160,282,8,0.21876,4935174,5,0,2,59
2111,10,1012,44,1993,1991,5,702,252865,553,6,0.72224,4897865.833,0,0,3,309
2112,30,1127,29,1993,1990,3,714,252865,553,4,0.5,4915072.75,6,2,3,290
2113,27,753,20,1996,1994,3,713,705910,261,3,0,4777580,0,0,2,
2114,29,652,7,1989,1987,1,379,0,168,22,0.3926,4389291.864,2,2,1,
2115,7,1159,32,2000,1997,8,370,252865,553,9,0.5926,5788373.667,1,0,3,330
2116,19,764,12,1985,1983,1,345,147695,198,29,0.30682,3908833.414,0,0,2,67
2117,23,817,50,1997,1994,2,381,727485,261,7,0.24491,5186207.571,4,4,2,
2118,14,848,13,1989,1986,2,358,305755,553,5,0.56,4326909,0,4,3,
2119,11,1271,22,1994,1990,3,702,864031,108,12,0.73613,4675797.667,4,0,2,46
2120,44,1182,9,1987,1984,1,701,0,268,6,0.61112,4135106.5,4,0,1,
2121,14,1014,11,1995,1992,3,360,466165,261,14,0.25511,5022077,1,0,2,
2122,23,1295,15,1999,1996,5,705,705267,282,14,0.78574,4945016.786,13,2,2,
2123,26,725,18,1998,1996,2,715,32940,261,4,0,5459750,1,0,2,17
2124,37,1056,24,1996,1993,3,711,278220,254,9,0.83954,5051729.222,1,0,2,25
2125,29,587,18,1995,1993,2,714,280070,261,3,0.44445,5024716.667,7,0,2,301
2126,22,384,21,1995,1994,1,716,0,261,13,0.48524,5089071.231,1,0,1,
2127,5,610,4,1990,1988,3,417,864056,234,7,0.57144,4301561.143,1,0,2,112
2128,8,946,13,1998,1995,3,703,280070,168,13,0.84029,5148433,0,0,2,219
2129,3,1005,10,1994,1992,1,706,358975,553,0,0,0,16,1,3,242
2130,21,973,56,2000,1997,3,704,769747,515,32,0.418,5356113.625,7,1,3,67
2131,5,923,22,1996,1993,1,709,278220,254,5,0.64,4398267.6,0,0,2,25
2132,10,621,45,1996,1995,1,715,32940,261,27,0.69962,5205774.926,10,0,2,14
2133,21,1125,37,1994,1991,2,345,250060,213,6,0,4946788,13,1,2,92
2134,8,740,1,1999,1997,2,712,278220,147,9,0,5534819.333,0,0,2,48
2135,13,1378,29,1999,1995,3,705,280070,60,6,0.50002,5228053.667,1,0,2,219
2136,8,1124,16,1999,1996,1,710,278220,238,17,0.80278,5290290.176,5,0,2,41
2137,11,1313,12,1986,1983,1,701,596125,233,5,0.32,4159463.6,0,0,2,62
2138,16,854,10,1989,1987,6,434,654319,553,1,0,4475234,5,0,3,35
2139,6,664,20,1998,1997,1,707,747989,232,11,0.79342,5057016.727,8,0,2,
2140,19,1408,8,2001,1997,5,379,779406,69,3,0.44445,5875158.333,0,0,2,
2141,12,977,18,1995,1992,3,348,710903,261,8,0,4413082.25,0,3,2,
2142,6,412,20,1997,1996,2,714,512710,261,1,0,5357473,1,0,2,373
2143,18,368,14,1998,1997,4,711,280070,243,31,0.57442,4936771.032,0,0,2,240
2144,4,810,19,1998,1996,6,370,211480,553,5,0,5309527.6,0,0,3,
2145,11,782,16,1997,1995,6,382,654319,553,11,0.42977,4905518.818,0,0,3,67
2146,76,894,12,1996,1993,2,360,280070,261,31,0.63478,4958898.161,1,5,2,301
2147,8,925,12,1993,1991,2,250,597260,142,24,0.80213,4536824.583,4,0,6,
2148,7,781,19,1999,1996,3,714,596125,156,18,0.56175,4936226.611,0,0,2,37
2149,47,559,5,1990,1988,2,340,108640,261,6,0.50002,4637167,0,3,2,
2150,295,678,47,1991,1989,5,725,252865,553,10,0.64,4435906.8,2,0,3,274
2151,16,657,7,1997,1995,5,379,361691,52,5,0,5274791.2,0,0,2,40
2152,30,1071,23,2000,1997,1,705,767948,186,12,0.7778,5513172.917,1,0,2,
2153,2,2741,22,1999,1992,4,706,252865,553,3,0.44445,5109410.333,7,0,3,324
2154,8,763,20,1996,1994,6,345,637185,553,11,0.74383,4762591.909,1,3,3,
2155,22,1076,21,1985,1982,3,704,864056,234,3,0.44445,4059617.667,0,0,2,147
2156,14,1650,7,1995,1991,3,370,650955,526,5,0.32,4776712.6,1,1,3,205
2157,23,929,37,1998,1996,1,707,280070,553,13,0.37872,5231428,5,5,2,225
2158,28,917,42,1990,1988,3,370,732758,289,14,0.56124,4318067.286,0,0,2,62
2159,12,802,11,1983,1980,4,399,377950,553,3,0.44445,4116147.667,1,1,3,
2160,23,452,17,1998,1997,1,707,745603,302,5,0.32,5671500.8,1,0,2,
2161,84,1131,33,1998,1995,1,705,0,32,2,0.5,5296490,14,0,1,
2162,21,707,7,1993,1991,2,348,532110,553,3,0.66667,4390843,0,1,3,112
2163,4,671,19,1991,1989,2,714,596125,142,9,0,4519443.444,0,0,2,93
2164,7,944,17,1999,1997,1,713,686822,240,10,0.86,5628805.9,0,0,2,5
2165,0,672,7,1996,1994,3,341,280070,60,7,0.24491,4931951.429,0,0,2,256
2166,0,963,4,1998,1995,2,710,863992,555,2,0,5118181,0,0,3,
2167,17,1443,11,2001,1997,2,370,529650,515,5,0.64,5817799.6,1,3,3,
2168,85,825,32,1999,1997,13,709,706518,168,6,0.61112,5587453.333,0,0,2,130
2169,5,886,22,2000,1997,1,717,551495,261,21,0.63951,5785090.571,7,0,2,17
2170,7,237,6,1996,1995,1,358,864013,546,1,0,4583116,0,0,3,3
2171,5,1089,28,1994,1991,2,703,27895,47,7,0.4898,4880899.571,0,0,2,
2172,45,384,20,1989,1988,2,180,568170,156,25,0.8288,4332646.8,0,0,2,1
2173,6,1306,5,2000,1996,1,434,441575,553,18,0.87043,5641936.833,0,0,3,0
2174,61,1117,26,1998,1995,2,725,218915,260,14,0.63267,5537223.786,2,4,2,12
2175,4,608,10,1998,1996,3,700,211480,553,6,0.44445,5017174.167,2,4,3,
2176,5,777,11,1997,1995,3,382,687212,538,5,0.64,5064759.6,1,0,3,
2177,48,896,4,1997,1995,3,707,373780,268,15,0.60446,5133163.2,9,1,2,15
2178,39,537,11,1990,1989,2,463,342885,154,10,0.54,4667185.7,0,0,2,
2179,167,531,4,1994,1992,2,725,701997,261,6,0,4814310.5,0,0,2,
2180,64,957,34,1999,1997,2,726,373780,268,3,0.66667,5446817.333,4,0,2,20
2181,50,936,12,1999,1997,4,345,250060,589,26,0.80479,5243497.962,2,1,2,112
2182,3,491,19,1987,1986,1,701,0,167,7,0.77554,4241354.714,1,0,1,
2183,9,729,10,1988,1986,1,366,0,528,8,0.65626,4041815.375,0,1,1,
2184,7,1320,16,1991,1988,3,703,12735,168,4,0.75,4600231.25,1,0,3,
2185,49,893,29,1998,1995,1,714,0,190,29,0.55413,4962424.138,9,1,1,
2186,9,580,15,1994,1992,4,250,701413,526,7,0.61227,4808866.143,1,9,3,
2187,22,672,14,1996,1994,1,700,0,69,6,0.27779,5195604,0,0,4,
2188,119,984,5,1995,1993,2,707,147695,32,3,0.66667,5303302.667,0,0,2,113
2189,27,769,16,1998,1996,1,717,250060,261,5,0.72,5376414.6,0,0,2,102
2190,4,921,2,1993,1991,1,365,442205,168,2,0.5,5024883.5,0,0,2,29
2191,33,1369,20,1994,1990,1,705,386735,233,13,0.42605,4536290.692,1,0,2,104
2192,51,861,18,1999,1997,3,717,373780,268,7,0.24491,5455234,1,0,2,20
2193,25,636,29,1996,1994,3,710,250060,86,30,0.49557,4894589.7,1,0,2,96
2194,334,1099,20,1992,1989,5,700,130876,302,7,0.61227,4588138,0,0,2,
2195,10,1519,16,2001,1996,4,711,280070,16,11,0.69423,5743565.273,17,0,2,225
2196,57,837,69,1990,1987,3,370,864014,154,18,0.59878,4397162.889,1,0,2,
2197,15,781,11,1998,1996,3,709,705708,67,4,0.625,5077986,0,0,2,
2198,5,480,15,1998,1996,1,711,744951,60,12,0.54168,4962751.5,0,0,2,25
2199,4,1462,5,2000,1996,1,348,532110,553,12,0.68057,5284544.25,0,0,3,151
2200,8,826,33,1999,1997,3,345,699007,16,3,0,4790279,1,0,2,1
2201,3,3836,37,2000,1990,4,703,771527,209,8,0.81252,4387946.875,1,0,2,
2202,19,823,32,1996,1993,2,715,783352,261,19,0.73131,5059075.789,5,2,2,1
2203,13,1184,12,1984,1980,1,702,639540,516,11,0.64465,4010025.091,0,0,3,
2204,44,767,15,1998,1996,2,463,747516,16,9,0.6173,5066266.333,0,0,2,0
2205,44,1475,29,1998,1994,6,712,280070,26,125,0.6722,4894372.256,65,12,2,256
2206,13,708,6,1997,1995,2,713,713792,302,3,0,5015652.667,0,0,2,0
2207,4,1026,9,1992,1989,1,712,386735,16,5,0.72,4683498.2,0,0,2,102
2208,4,319,15,1997,1996,1,710,640380,261,16,0.76566,5096859.563,0,0,2,1
2209,45,1288,65,1993,1990,2,600,250060,32,3,0.44445,4495436.667,5,0,2,94
2210,44,657,11,1996,1994,3,713,280070,137,11,0.4463,5123920.091,1,0,2,256
2211,52,914,9,1998,1996,1,709,745900,142,8,0.78126,5440370.875,0,0,2,
2212,10,750,27,1998,1996,1,700,280070,243,8,0.71876,5249545.125,1,2,2,225
2213,21,921,4,1993,1991,5,700,580945,142,4,0.75,4343503.5,0,0,2,3
2214,20,1008,22,1998,1996,3,700,386735,233,5,0,5133315,5,0,2,142
2215,85,669,31,1992,1990,3,702,742007,302,9,0.66668,4809671.778,9,0,2,
2216,13,1324,10,2000,1997,2,370,280070,538,11,0.3967,5576751.909,4,2,2,240
2217,4,2624,6,1993,1986,2,715,252865,553,25,0.8672,4627709.68,0,0,3,164
2218,31,286,4,1992,1991,1,318,112980,2,9,0.74077,4708543.889,0,0,2,
2219,38,916,19,2000,1997,1,713,113750,168,6,0.72224,4943353.333,0,0,2,
2220,13,939,20,2000,1997,3,717,280070,16,12,0.75002,5589870.25,5,0,2,240
2221,31,910,12,1993,1990,1,701,0,209,11,0.69423,4731787.545,0,0,1,
2222,2,588,14,1998,1997,1,365,373440,261,31,0.63477,5138352.097,3,2,2,9
2223,26,609,21,1981,1979,3,700,79455,227,7,0.73473,3590109.857,0,0,2,
2224,25,593,11,1996,1995,2,725,723303,142,7,0.65307,4836679.857,0,0,2,
2225,14,680,11,1995,1993,1,382,305575,195,2,0.5,5142345,4,0,2,
2226,4,677,5,1990,1988,1,708,182670,537,7,0.24491,4005281.714,0,0,7,
2227,5,952,13,1999,1996,1,712,278220,546,8,0.75002,5562345.875,0,0,2,41
2228,16,335,4,1996,1995,2,365,278220,254,19,0.77563,5001161.474,1,12,2,32
2229,18,281,5,1988,1988,4,703,595910,51,5,0.56,4404555.6,1,0,2,19
2230,56,803,13,1992,1990,1,707,581270,553,5,0.64,4838851.6,0,0,3,142
2231,21,320,16,1988,1987,1,382,654319,553,10,0.8,4210308.6,0,0,3,35
2232,34,909,23,1999,1997,6,709,373780,538,13,0.67459,5449335.615,3,0,2,20
2233,10,397,3,1991,1989,2,370,347720,538,6,0,4667509,0,0,3,
2234,22,655,2,1997,1995,2,711,864032,553,15,0.12445,4935742.6,3,1,3,110
2235,24,649,25,1988,1986,3,701,139275,303,21,0.64403,4379386.952,3,1,2,40
2236,20,610,38,1998,1996,2,345,744228,302,8,0.40626,5128599.375,0,4,2,
